Problem File,Number of Steps,States Visited,Preconditions Time,Update Time,Heuristic Time,Total Time
barman_graphplan/p1-02-1-1.pl, 11,116,0,0.0128725569999968,0.00588504399999756,0.000349946999992023,8.396095212,8.462284862
barman_graphplan/p1-02-1-2.pl, 11,116,0,0.0132441350000042,0.00587969700000851,0.000347485000006753,8.343564698,8.410419485
barman_graphplan/p1-02-1-3.pl, 11,116,0,0.0129834550000099,0.00587913800000306,0.000348643000004589,8.354911123,8.420975231
barman_graphplan/p1-02-1-4.pl, 11,116,0,0.0131259189999987,0.00590373999999227,0.0003460780000068,8.526284659,8.593166285
barman_graphplan/p1-02-1-5.pl, 11,116,0,0.0130539020000035,0.00595194399998966,0.000343107999997039,8.418481211,8.484930202
barman_graphplan/p1-02-2-1.pl, 10,46,0,0.00519702700000158,0.00221572800000047,0.000137840000000333,3.583237114,3.670747438
barman_graphplan/p1-02-2-2.pl, 10,46,0,0.00523584300000096,0.00220108399999958,0.000131141000000057,3.628401731,3.716225713
barman_graphplan/p1-02-2-3.pl, 10,46,0,0.00518512999999926,0.00222659899999883,0.000136986999999755,3.538323884,3.62448083
barman_graphplan/p1-02-2-4.pl, 10,46,0,0.00522310199999826,0.00219921099999881,0.000133512999999308,3.634312525,3.722735931
barman_graphplan/p1-02-2-5.pl, 10,46,0,0.0052741269999983,0.00218965500000073,0.000142130000001794,3.553129953,3.64000878
barman_graphplan/p1-03-1-1.pl, 11,35,0,0.00405347299999942,0.00202999100000001,0.000104989000000055,3.461259533,3.525555785
barman_graphplan/p1-03-1-2.pl, 11,71,0,0.00861700799999421,0.00318396099999613,0.000212777000004827,9.296862256,9.36537328
barman_graphplan/p1-03-1-3.pl, 11,71,0,0.00877548699999742,0.00321772600000436,0.00021821899999519,9.287118254,9.356405141
barman_graphplan/p1-03-1-4.pl, 11,71,0,0.00870902100000637,0.00320721100000282,0.000216732999993197,9.30481329599999,9.373368101
barman_graphplan/p1-03-1-5.pl, 11,71,0,0.0084457959999944,0.00316372500000067,0.000205958000005335,9.280596637,9.349242842
barman_graphplan/p1-03-2-1.pl, 10,43,0,0.00522555500000049,0.00210158300000007,0.000128233999997396,4.516425043,4.640201558
barman_graphplan/p1-03-2-2.pl, 10,66,0,0.00827965199999481,0.00321222499999951,0.000202902000002891,7.88731275600001,8.012639312
barman_graphplan/p1-03-2-3.pl, 10,43,0,0.00519395699999964,0.00209189399999843,0.000123206999997627,4.475063138,4.598051042
barman_graphplan/p1-03-2-4.pl, 10,18,0,0.00206448499999995,0.00113578500000039,5.37429999992178e-5,1.308368651,1.426528092
barman_graphplan/p1-03-2-5.pl, 10,18,0,0.00208429100000035,0.00114249999999932,5.22980000006168e-5,1.325402515,1.447414427
barman_graphplan/p1-04-1-1.pl, 11,33,0,0.00401997400000043,0.001831372000002,9.77039999985885e-5,3.987469026,4.063596613
barman_graphplan/p1-04-1-2.pl, 11,94,0,0.0116832579999985,0.00561122699999811,0.000277939999998311,9.688400654,9.775906862
barman_graphplan/p1-04-1-3.pl, 11,86,0,0.0112607929999962,0.00411636499999979,0.00025793500001281,13.288841891,13.373805047
barman_graphplan/p1-04-1-4.pl, 11,90,0,0.0118266879999998,0.00450246399999737,0.000284377999997254,13.794398348,13.879799269
barman_graphplan/p1-04-1-5.pl, 11,86,0,0.0112646789999945,0.00413573499999936,0.000259012000005998,13.001241537,13.085133822
barman_graphplan/p1-04-2-1.pl, 10,59,0,0.008090305999994,0.00289464499999548,0.000174561000000906,9.67505132,9.849936298
barman_graphplan/p1-04-2-2.pl, 10,21,0,0.00267447099999857,0.00131775999999934,6.28449999989789e-5,2.41802503,2.5869499
barman_graphplan/p1-04-2-3.pl, 10,21,0,0.00272367000000051,0.00128804300000129,6.03280000001094e-5,2.404059326,2.571603944
barman_graphplan/p1-04-2-4.pl, 10,63,0,0.0087793430000026,0.00295539699999986,0.000189137999995981,12.202568191,12.379438686
barman_graphplan/p1-04-2-5.pl, 10,21,0,0.00271608399999979,0.0012675649999993,6.14870000009149e-5,2.444889726,2.614938515
barman_graphplan/p1-05-1-1.pl, 11,37,0,0.00491889700000464,0.00217053500000319,0.000109265000001801,4.867773731,4.958157834
barman_graphplan/p1-05-1-2.pl, 11,72,0,0.0103007529999906,0.00330230600000031,0.000223106000000417,16.310907373,16.407429954
barman_graphplan/p1-05-1-3.pl, 11,46,0,0.00629952399999806,0.00276654899999929,0.000133210999995081,5.859571,5.954716251
barman_graphplan/p1-05-1-4.pl, 11,112,0,0.0156557340000028,0.00551769199998897,0.000348363999978396,21.880887482,21.986209707
barman_graphplan/p1-05-1-5.pl, 11,118,0,0.0163658649999712,0.00624013600001094,0.000356863999999568,20.364693011,20.472415915
barman_graphplan/p1-05-2-1.pl, 10,51,0,0.00736566199999411,0.00249632000000055,0.000147903999997201,10.842369637,11.074607523
barman_graphplan/p1-05-2-2.pl, 10,47,0,0.00694583300000373,0.00231007199999844,0.000145746999997809,10.659932479,10.894040018
barman_graphplan/p1-05-2-3.pl, 10,21,0,0.00292631799999932,0.00130416600000016,6.53409999994414e-5,2.775953379,3.009203649
barman_graphplan/p1-05-2-4.pl, 10,18,0,0.00244814899999879,0.00115203300000133,5.64470000010697e-5,2.18329061,2.416370461
barman_graphplan/p1-05-2-5.pl, 10,18,0,0.00241185899999741,0.00115066999999947,5.69739999983776e-5,2.184526258,2.417888927
barman_graphplan/p1-06-1-1.pl, 11,71,0,0.0105635779999939,0.00450994699999857,0.000219794000001272,9.41435845199999,9.531723268
