Problem File,Number of Steps,States Visited,
blocksworld_graphplan/p08-01.pl,9,11,0.884376526
blocksworld_graphplan/p08-02.pl,9,10,1.911886246
blocksworld_graphplan/p08-03.pl,23,40,1.332132751
blocksworld_graphplan/p08-04.pl,3,5,0.077269442
blocksworld_graphplan/p08-05.pl,12,15,1.253185287
blocksworld_graphplan/p08-06.pl,34,189,13.08943489
blocksworld_graphplan/p08-07.pl,11,12,1.740728794
blocksworld_graphplan/p08-08.pl,9,10,0.981026084
blocksworld_graphplan/p08-09.pl,9,11,3.38010446
blocksworld_graphplan/p08-10.pl,14,17,1.247961083
blocksworld_graphplan/p08-11.pl,10,13,0.528611597
blocksworld_graphplan/p08-12.pl,11,12,4.636805919
blocksworld_graphplan/p08-13.pl,10,11,1.193377796
blocksworld_graphplan/p08-14.pl,8,9,0.22087543
blocksworld_graphplan/p08-15.pl,16,21,1.321306742
blocksworld_graphplan/p08-16.pl,9,10,4.375874995
blocksworld_graphplan/p08-17.pl,9,10,0.927981742
blocksworld_graphplan/p08-18.pl,13,20,1.131818237
blocksworld_graphplan/p08-19.pl,11,12,4.058987745
blocksworld_graphplan/p08-20.pl,8,9,0.455619261
blocksworld_graphplan/p08-21.pl,7,9,0.353599573
blocksworld_graphplan/p08-22.pl,7,8,0.266454826
blocksworld_graphplan/p08-23.pl,11,13,1.750120582
blocksworld_graphplan/p08-24.pl,11,13,1.083230424
blocksworld_graphplan/p08-25.pl,24,75,4.579121902
blocksworld_graphplan/p09-01.pl,9,11,3.11104542
blocksworld_graphplan/p09-02.pl,14,17,3.747989577
blocksworld_graphplan/p09-03.pl,10,16,4.776593909
blocksworld_graphplan/p09-04.pl,10,11,7.522224563
blocksworld_graphplan/p09-05.pl,12,13,3.508882026
blocksworld_graphplan/p09-06.pl,10,11,10.801114488
blocksworld_graphplan/p09-07.pl,15,41,7.450305485
blocksworld_graphplan/p09-08.pl,12,21,2.819496466
blocksworld_graphplan/p09-09.pl,11,12,6.673543202
blocksworld_graphplan/p09-10.pl,13,15,20.257206805
blocksworld_graphplan/p09-11.pl,35,167,10.788667944
blocksworld_graphplan/p09-12.pl,10,11,4.214900151
blocksworld_graphplan/p09-13.pl,5,6,0.565868075
blocksworld_graphplan/p09-14.pl,9,10,1.67014708
blocksworld_graphplan/p09-15.pl,19,25,41.671227867
blocksworld_graphplan/p09-16.pl,11,13,2.607359189
blocksworld_graphplan/p09-17.pl,11,15,1.316021486
blocksworld_graphplan/p09-18.pl,16,23,5.350753058
blocksworld_graphplan/p09-19.pl,21,27,3.980077736
blocksworld_graphplan/p09-20.pl,13,14,8.800951604
blocksworld_graphplan/p09-21.pl,22,53,10.20164873
blocksworld_graphplan/p09-22.pl,16,18,7.982339444
blocksworld_graphplan/p09-23.pl,45,517,50.976286463
blocksworld_graphplan/p09-24.pl,11,12,8.362869778
blocksworld_graphplan/p09-25.pl,15,123,7.512078258
blocksworld_graphplan/p10-01.pl,11,14,329.693878398
blocksworld_graphplan/p10-02.pl,18,21,21.508721894
blocksworld_graphplan/p10-03.pl,24,40,5.636423535
blocksworld_graphplan/p10-04.pl,8,9,2.621460406
blocksworld_graphplan/p10-05.pl,15,17,469.045472884
blocksworld_graphplan/p10-06.pl,30,153,21.133364274
blocksworld_graphplan/p10-07.pl,32,105,17.52478349
blocksworld_graphplan/p10-08.pl,18,19,122.305704047
blocksworld_graphplan/p10-09.pl,16,22,10.146437488
blocksworld_graphplan/p10-10.pl,15,16,487.001938737
blocksworld_graphplan/p10-11.pl,11,12,4.693979243
blocksworld_graphplan/p10-12.pl,13,14,97.982944783
blocksworld_graphplan/p10-13.pl,9,10,8.211368697
blocksworld_graphplan/p10-14.pl,15,17,18.936588982
blocksworld_graphplan/p10-15.pl,32,89,71.199350753
blocksworld_graphplan/p10-16.pl,16,17,119.290211429
blocksworld_graphplan/p10-17.pl,9,10,2.839025685
blocksworld_graphplan/p10-18.pl,18,23,71.506545351
blocksworld_graphplan/p10-19.pl,15,17,69.608569189
blocksworld_graphplan/p10-20.pl,42,478,129.207358796
blocksworld_graphplan/p10-21.pl,9,10,1.539596856
blocksworld_graphplan/p10-22.pl,13,14,16.150277827
blocksworld_graphplan/p10-23.pl,12,13,37.620019553
blocksworld_graphplan/p10-24.pl,15,19,215.510353901
blocksworld_graphplan/p10-25.pl,14,20,5.867580803
blocksworld_graphplan/p11-01.pl,33,53,43.305979731
blocksworld_graphplan/p11-02.pl,14,15,11.460328721
blocksworld_graphplan/p11-03.pl,14,15,20.678090957
blocksworld_graphplan/p11-04.pl,12,14,17.849284274
blocksworld_graphplan/p11-05.pl,13,17,10.066054808
blocksworld_graphplan/p11-06.pl,25,233,100.936104281
blocksworld_graphplan/p11-07.pl,15,17,112.227125327
blocksworld_graphplan/p11-08.pl,14,15,438.574945202
blocksworld_graphplan/p11-09.pl,18,25,9.987324867
blocksworld_graphplan/p11-11.pl,22,26,91.24361561
blocksworld_graphplan/p11-12.pl,12,13,18.859796064
blocksworld_graphplan/p11-13.pl,29,57,163.613657328
blocksworld_graphplan/p11-15.pl,14,17,17.823895122
blocksworld_graphplan/p11-16.pl,,,
blocksworld_graphplan/p11-17.pl,26,63,46.914134322
blocksworld_graphplan/p11-18.pl,16,18,36.136558268
blocksworld_graphplan/p11-19.pl,33,67,109.066246246
blocksworld_graphplan/p11-21.pl,12,13,11.77982342
blocksworld_graphplan/p11-22.pl,38,269,17.875093688
blocksworld_graphplan/p11-24.pl,,,
