Problem File,Number of Steps,States Visited,
grippers_graphplan/p1-2-5-1.pl,4,6,0.032642814
grippers_graphplan/p1-2-5-2.pl,8,23,0.058201544
grippers_graphplan/p1-2-6-1.pl,11,40,0.112361943
grippers_graphplan/p1-2-6-2.pl,6,7,0.035773374
grippers_graphplan/p1-2-7-1.pl,8,12,0.055245617
grippers_graphplan/p1-2-7-2.pl,14,259,0.551003151
grippers_graphplan/p1-2-8-1.pl,5,6,0.038655179
grippers_graphplan/p1-2-8-2.pl,12,239,0.598995855
grippers_graphplan/p1-3-5-1.pl,9,21,0.069645962
grippers_graphplan/p1-3-5-2.pl,12,56,0.157495635
grippers_graphplan/p1-3-6-1.pl,12,71,0.222593422
grippers_graphplan/p1-3-6-2.pl,13,142,0.381243261
grippers_graphplan/p1-3-7-1.pl,12,44,0.1729977
grippers_graphplan/p1-3-7-2.pl,17,1181,4.612779343
grippers_graphplan/p1-3-8-1.pl,17,577,2.53129575
grippers_graphplan/p1-3-8-2.pl,14,141,0.548450098
grippers_graphplan/p1-4-5-1.pl,10,24,0.098381824
grippers_graphplan/p1-4-5-2.pl,13,50,0.182163573
grippers_graphplan/p1-4-6-1.pl,18,439,2.01466901
grippers_graphplan/p1-4-6-2.pl,13,109,0.43539387
grippers_graphplan/p1-4-7-1.pl,15,47,0.2527195
grippers_graphplan/p1-4-7-2.pl,18,358,1.744815526
grippers_graphplan/p1-4-8-1.pl,18,295,1.708360247
grippers_graphplan/p1-4-8-2.pl,18,279,1.551336036
grippers_graphplan/p1-5-5-1.pl,11,41,0.195415567
grippers_graphplan/p1-5-5-2.pl,13,46,0.229554139
grippers_graphplan/p1-5-6-1.pl,19,777,5.713998978
grippers_graphplan/p1-5-6-2.pl,11,95,0.459607289
grippers_graphplan/p1-5-7-1.pl,16,133,0.819681084
grippers_graphplan/p1-5-7-2.pl,22,2000,16.627756167
grippers_graphplan/p1-5-8-1.pl,21,1287,11.140384917
grippers_graphplan/p1-5-8-2.pl,22,1489,12.391521386
grippers_graphplan/p2-2-5-1.pl,4,6,0.051602226
grippers_graphplan/p2-2-5-2.pl,8,9,0.054940073
grippers_graphplan/p2-2-6-1.pl,8,9,0.060754304
grippers_graphplan/p2-2-6-2.pl,9,114,0.606014581
grippers_graphplan/p2-2-7-1.pl,11,266,1.405501257
grippers_graphplan/p2-2-7-2.pl,11,339,1.780206191
grippers_graphplan/p2-2-8-2.pl,10,11,0.08520613
grippers_graphplan/p2-3-5-1.pl,6,8,0.066072874
grippers_graphplan/p2-3-5-2.pl,11,61,0.345663515
grippers_graphplan/p2-3-6-1.pl,12,34,0.250027602
grippers_graphplan/p2-3-6-2.pl,9,30,0.230699853
grippers_graphplan/p2-3-7-1.pl,11,16,0.140421781
grippers_graphplan/p2-3-7-2.pl,13,48,0.66198897
grippers_graphplan/p2-3-8-1.pl,16,151,1.947387059
grippers_graphplan/p2-3-8-2.pl,13,39,0.518814421
grippers_graphplan/p2-4-5-1.pl,9,11,0.109971601
grippers_graphplan/p2-4-5-2.pl,14,39,0.417033465
grippers_graphplan/p2-4-6-1.pl,18,309,4.206935171
grippers_graphplan/p2-4-6-2.pl,14,99,1.215790785
grippers_graphplan/p2-4-7-1.pl,13,282,3.598207406
grippers_graphplan/p2-4-7-2.pl,17,65,1.242908519
grippers_graphplan/p2-4-8-2.pl,18,67,1.396266264
grippers_graphplan/p2-5-5-1.pl,10,23,0.354176572
grippers_graphplan/p2-5-5-2.pl,15,37,0.525913867
grippers_graphplan/p2-5-6-1.pl,19,2453,51.376909206
grippers_graphplan/p2-5-6-2.pl,13,66,1.19642219
grippers_graphplan/p2-5-7-1.pl,13,89,2.126200155
grippers_graphplan/p2-5-7-2.pl,20,1001,22.50432767
grippers_graphplan/p2-5-8-1.pl,21,1104,33.650502523
grippers_graphplan/p3-3-5-1.pl,3,4,0.05038301
grippers_graphplan/p3-3-5-2.pl,11,35,0.399411977
grippers_graphplan/p3-3-6-1.pl,11,31,0.574868026
grippers_graphplan/p3-3-6-2.pl,12,624,6.742756017
grippers_graphplan/p3-3-7-1.pl,14,15,0.219684696
grippers_graphplan/p3-3-7-2.pl,16,204,4.993235009
grippers_graphplan/p3-3-8-2.pl,16,1488,30.983479542
grippers_graphplan/p3-4-5-1.pl,10,89,2.057376305
grippers_graphplan/p3-4-5-2.pl,14,31,0.753379821
grippers_graphplan/p3-4-6-1.pl,19,579,15.844807488
grippers_graphplan/p3-4-6-2.pl,15,43,1.240271257
grippers_graphplan/p3-4-8-2.pl,20,32,1.68522861
grippers_graphplan/p3-5-5-1.pl,10,90,3.095851952
grippers_graphplan/p3-5-5-2.pl,15,74,2.935284933
grippers_graphplan/p3-5-6-1.pl,19,531,25.697421849
grippers_graphplan/p3-5-6-2.pl,14,15,0.642492856
grippers_graphplan/p3-5-7-1.pl,15,649,34.338741551
grippers_graphplan/p3-5-7-2.pl,20,83,3.81179548
grippers_graphplan/p3-5-8-1.pl,18,1543,119.700737839
grippers_graphplan/p3-5-8-2.pl,20,24,1.83639779
grippers_graphplan/p4-4-5-1.pl,12,55,2.877818381
grippers_graphplan/p4-4-5-2.pl,12,35,0.937291026
grippers_graphplan/p4-4-6-1.pl,18,64,3.078584861
grippers_graphplan/p4-4-6-2.pl,12,28,1.765591199
grippers_graphplan/p4-4-7-2.pl,19,26,1.45400864
grippers_graphplan/p4-4-8-1.pl,17,273,28.629419393
grippers_graphplan/p4-5-5-1.pl,12,59,4.174406382
grippers_graphplan/p4-5-5-2.pl,15,16,0.685661793
grippers_graphplan/p4-5-6-1.pl,17,107,10.814475805
grippers_graphplan/p4-5-6-2.pl,12,40,2.423616059
grippers_graphplan/p4-5-7-2.pl,20,21,1.43310297
grippers_graphplan/p5-5-5-1.pl,14,21,1.471127372
grippers_graphplan/p5-5-5-2.pl,15,16,0.988666903
grippers_graphplan/p5-5-6-1.pl,17,70,9.821008095
grippers_graphplan/p5-5-6-2.pl,12,58,4.430564331
grippers_graphplan/p5-5-7-1.pl,12,94,16.224521301
grippers_graphplan/p5-5-7-2.pl,20,21,1.973524583
